Name,Team,total_sgp,dollar_value,player_type,rank,overall_rank
Maikel Garcia,KCR,17.917541847041853,9.771693953796795,Hitter,61,61
Max Muncy,LAD,17.811879509379516,9.714068860193368,Hitter,62,62
Bo Bichette,NYM,17.656663059163066,9.62941842873029,Hitter,63,63
Riley Greene,DET,17.55431637806637,9.573601595517264,Hitter,64,64
Jazz Chisholm Jr.,NYY,17.550264430014433,9.57139178366817,Hitter,65,65
Jakob Marsee,MIA,17.3129898989899,9.4419893176382,Hitter,66,66
Brice Turang,MIL,17.302569264069263,9.436306213554058,Hitter,67,67
Chase Meidroth,CHW,17.294395382395386,9.431848421809324,Hitter,68,68
Alejandro Kirk,TOR,17.03838744588745,9.292229314084924,Hitter,69,69
Gabriel Moreno,ARI,17.01844624819624,9.281353978473927,Hitter,70,70
Jose Altuve,HOU,17.003028138528133,9.272945400427396,Hitter,71,71
Jacob Wilson,ATH,16.892866522366525,9.212866534265038,Hitter,72,72
Isaac Paredes,HOU,16.66201370851371,9.086966281618778,Hitter,73,73
Lars Nootbaar,STL,16.655759018759024,9.083555160016244,Hitter,74,74
TJ Friedl,CIN,16.601832251082254,9.054145106217938,Hitter,75,75
Cody Bellinger,NYY,16.526018037518043,9.012798290978347,Hitter,76,76
Jackson Chourio,MIL,16.42632647907648,8.95842948262371,Hitter,77,77
Tyler Freeman,COL,16.349954906204907,8.916778700209363,Hitter,78,78
Drake Baldwin,ATL,16.29366774891775,8.886081360181656,Hitter,79,79
Marcell Ozuna,,16.279851010101016,8.87854612212784,Hitter,80,80
Taylor Ward,BAL,16.174985209235214,8.821355435981928,Hitter,81,81
Caleb Durbin,MIL,16.140652236652244,8.802631254759476,Hitter,82,82
Luis Arraez,SFG,16.088378427128422,8.774122675132512,Hitter,83,83
Adley Rutschman,BAL,16.07224098124098,8.765321792525166,Hitter,84,84
Manny Machado,SDP,16.047253246753247,8.751694225970708,Hitter,85,85
Jeff McNeil,ATH,16.020213924963922,8.736947784773633,Hitter,86,86
Oneil Cruz,PIT,15.972369769119773,8.710855006401584,Hitter,87,87
Ben Rice,NYY,15.938292207792207,8.692270118874744,Hitter,88,88
Pete Crow-Armstrong,CHC,15.927849927849927,8.686575210240127,Hitter,89,89
Brandon Nimmo,TEX,15.852163780663787,8.645298238590856,Hitter,90,90
Jackson Holliday,BAL,15.698125901875903,8.561290564901189,Hitter,91,91
Ryan O'Hearn,PIT,15.640531024531022,8.529880033282224,Hitter,92,92
Bryson Stott,PHI,15.592870490620491,8.503887396846709,Hitter,93,93
Mason Miller,SDP,45.56796666666668,8.468152079023032,Pitcher,1,94
Jesse Winker,,15.478422077922085,8.441470639462588,Hitter,94,95
Tarik Skubal,DET,45.298683333333344,8.418109639436166,Pitcher,2,96
Jarren Duran,BOS,15.4130505050505,8.405818929600114,Hitter,95,97
Austin Riley,ATL,15.382222943722942,8.389006495327244,Hitter,96,98
Jeremy Peña,HOU,15.36478968253968,8.379498913631402,Hitter,97,99
Vinnie Pasquantino,KCR,15.304831890331892,8.346799718585482,Hitter,98,100
Willy Adames,SFG,15.267717532467525,8.326558652626863,Hitter,99,101
Wilyer Abreu,BOS,15.145917748917746,8.26013267641609,Hitter,100,102
Kazuma Okamoto,TOR,14.92492388167388,8.13960919976912,Hitter,101,103
Edouard Julien,COL,14.924305916305919,8.139272179853034,Hitter,102,104
Alec Burleson,STL,14.917473665223664,8.135546073495297,Hitter,103,105
Xander Bogaerts,SDP,14.878561327561329,8.114324442877148,Hitter,104,106
Spencer Torkelson,DET,14.850413780663779,8.098973608695704,Hitter,105,107
Matt Wallner,MIN,14.792941197691194,8.06762977278693,Hitter,106,108
Willi Castro,COL,14.729210678210679,8.032873044593051,Hitter,107,109
Byron Buxton,MIN,14.722225468975468,8.02906351941195,Hitter,108,110
Josh Bell,MIN,14.654854617604613,7.99232146257052,Hitter,109,111
Dylan Beavers,BAL,14.651736652236657,7.9906210170744645,Hitter,110,112
Sal Stewart,CIN,14.628141053391058,7.977752679858116,Hitter,111,113
Chandler Simpson,TBR,14.590851370851372,7.957415997040646,Hitter,112,114
CJ Abrams,WSN,14.548845598845606,7.9345072994169765,Hitter,113,115
Joc Pederson,TEX,14.530977994227989,7.924762839741576,Hitter,114,116
Sal Frelick,MIL,14.384405122655117,7.844826358768561,Hitter,115,117
Tyler Soderstrom,ATH,14.364288239538237,7.8338552095562095,Hitter,116,118
Austin Martin,MIN,14.341187229437232,7.82125660631824,Hitter,117,119
Heliot Ramos,SFG,14.331714646464647,7.816090541544945,Hitter,118,120
Trent Grisham,NYY,14.316900432900432,7.808011310456692,Hitter,119,121
Jonathan India,KCR,14.263735209235215,7.7790165800926365,Hitter,120,122
Kyle Stowers,MIA,14.17054220779221,7.728191891275898,Hitter,121,123
Alec Bohm,PHI,14.105667388167387,7.692811095846853,Hitter,122,124
Jorge Polanco,NYM,14.049952380952385,7.66242578943673,Hitter,123,125
Jung Hoo Lee,SFG,14.047575396825394,7.6611294530519585,Hitter,124,126
Evan Carter,TEX,13.986939754689747,7.628060578833628,Hitter,125,127
Isaac Collins,KCR,13.938275252525257,7.601520407998543,Hitter,126,128
J.P. Crawford,SEA,13.910658008658013,7.586458785303763,Hitter,127,129
Jackson Merrill,SDP,13.882871212121211,7.5713046936302515,Hitter,128,130
Miguel Vargas,CHW,13.821954545454549,7.538082556998248,Hitter,129,131
Jake Cronenworth,SDP,13.812458874458873,7.532903900704443,Hitter,130,132
Jordan Westburg,BAL,13.673870129870135,7.457321724916995,Hitter,131,133
Jared Triolo,PIT,13.604961760461764,7.4197411515067575,Hitter,132,134
Justin Crawford,PHI,13.572273809523805,7.401914116120472,Hitter,133,135
Brandon Marsh,PHI,13.467308802308805,7.344669325784883,Hitter,134,136
Trevor Story,BOS,13.463924963924963,7.342823881060474,Hitter,135,137
Colt Keith,DET,13.4419678932179,7.33084914831516,Hitter,136,138
Bryan Reynolds,PIT,13.348078643578642,7.279644746458109,Hitter,137,139
Carlos Correa,HOU,13.323704545454543,7.266351838909642,Hitter,138,140
Justyn-Henry Malloy,TBR,13.197526334776338,7.197537998880092,Hitter,139,141
Paul Skenes,PIT,38.71334523809524,7.194319144455553,Pitcher,3,142
JJ Wetherholt,STL,13.170586940836948,7.182846055357719,Hitter,140,143
Kyle Teel,CHW,13.170408008658,7.182748471073777,Hitter,141,144
Garrett Crochet,BOS,38.60175000000001,7.173580772379441,Pitcher,4,145
Kyle Manzardo,CLE,13.148534992784992,7.170819579332811,Hitter,142,146
Luis Robert Jr.,NYM,13.112554112554115,7.151196678334123,Hitter,143,147
Lawrence Butler,ATH,13.028821067821072,7.105531168302904,Hitter,144,148
Matt McLain,CIN,12.855269480519475,7.0108812988741445,Hitter,145,149
Ryan Jeffers,MIN,12.755940115440122,6.956710019997481,Hitter,146,150
Gavin Lux,TBR,12.645687590187595,6.896581574723119,Hitter,147,151
Teoscar Hernández,LAD,12.599524170274178,6.871405419695526,Hitter,148,152
Cade Smith,CLE,36.85063095238095,6.848160449980911,Pitcher,5,153
Jo Adell,LAA,12.543290043290044,6.840737000816481,Hitter,149,154
Jake McCarthy,COL,12.50705952380952,6.8209779540022994,Hitter,150,155
Jhoan Duran,PHI,36.596523809523816,6.800938287407343,Pitcher,6,156
Colton Cowser,BAL,12.462560606060602,6.796709568906305,Hitter,151,157
Spencer Steer,CIN,12.423409812409815,6.775357891490415,Hitter,152,158
Otto Lopez,MIA,12.38679761904762,6.755390691102843,Hitter,153,159
Josh Smith,TEX,12.347234487734491,6.733814137000384,Hitter,154,160
Edwin Díaz,LAD,36.13816666666666,6.715759196125656,Pitcher,7,161
Konnor Griffin,PIT,12.291799422799421,6.7035815027764105,Hitter,155,162
Daylen Lile,WSN,12.23781313131313,6.674138986464297,Hitter,156,163
Dylan Crews,WSN,12.123376623376625,6.611728721582936,Hitter,157,164
Dansby Swanson,CHC,12.093795093795094,6.595595835932461,Hitter,158,165
Ceddanne Rafaela,BOS,12.090909090909092,6.594021895869001,Hitter,159,166
Adolis García,PHI,12.032467532467532,6.562149609583919,Hitter,160,167
Pavin Smith,ARI,11.992154761904768,6.5401642245499785,Hitter,161,168
Paul Goldschmidt,,11.943247835497843,6.5134918427495565,Hitter,162,169
Andy Pages,LAD,11.922846681096681,6.502365660440948,Hitter,163,170
Daulton Varsho,TOR,11.871572871572873,6.4744024510459806,Hitter,164,171
Marcus Semien,NYM,11.778254689754696,6.423509492578995,Hitter,165,172
Michael Harris II,ATL,11.743145743145742,6.404362118221974,Hitter,166,173
Nathaniel Lowe,,11.686150072150067,6.373278375908685,Hitter,167,174
Jac Caglianone,KCR,11.622740620490617,6.338696748546865,Hitter,168,175
Ozzie Albies,ATL,11.596721500721502,6.324506695162229,Hitter,169,176
Ha-Seong Kim,ATL,11.558661616161618,6.303749967090324,Hitter,170,177
Eugenio Suárez,,11.52958152958153,6.287890553525876,Hitter,171,178
Shea Langeliers,ATH,11.519192279942276,6.282224566039923,Hitter,172,179
Andrés Giménez,TOR,11.464669191919194,6.252489296876009,Hitter,173,180
Brenton Doyle,COL,11.429292929292929,6.233196136320613,Hitter,174,181
Chris Sale,ATL,33.32311904761906,6.192623030710036,Pitcher,8,182
Andrés Muñoz,SEA,33.136273809523814,6.157900527004616,Pitcher,9,183
Victor Scott II,STL,11.22005772005772,6.119085481719706,Hitter,175,184
Josh Hader,HOU,32.37839285714286,6.017059238002107,Pitcher,10,185
Griffin Jax,TBR,32.316011904761915,6.005466634025274,Pitcher,11,186
Jordan Beck,COL,10.98171933621933,5.98910282203384,Hitter,176,187
Hunter Goodman,COL,10.917027417027418,5.953821775056323,Hitter,177,188
Bryan Woo,SEA,32.02557142857143,5.951492443333899,Pitcher,12,189
Mike Tauchman,,10.896639610389617,5.942702872220515,Hitter,178,190
Noelvi Marte,CIN,10.740259740259742,5.857417946169349,Hitter,179,191
Nathan Lukes,TOR,10.732894660894654,5.853401251127393,Hitter,180,192
Trevor Larnach,MIN,10.667265873015872,5.817609263856774,Hitter,181,193
Ezequiel Tovar,COL,10.664502164502165,5.816102019503503,Hitter,182,194
Christian Walker,HOU,10.630591630591631,5.797608223757838,Hitter,183,195
Royce Lewis,MIN,10.567821067821068,5.763375027377566,Hitter,184,196
Devin Williams,NYM,31.004857142857148,5.761807354598466,Pitcher,13,197
Colson Montgomery,CHW,10.519480519480519,5.7370115313145975,Hitter,185,198
Josh Lowe,LAA,10.518689393939402,5.736580074994706,Hitter,186,199
Mike Yastrzemski,ATL,10.514797258297254,5.734457420076614,Hitter,187,200
Masyn Winn,STL,10.49825036075036,5.725433234722764,Hitter,188,201
Kerry Carpenter,DET,10.492787518037515,5.722453962925139,Hitter,189,202
Jacob deGrom,TEX,30.72601190476191,5.709987972356222,Pitcher,14,203
Logan Gilbert,SEA,30.631214285714286,5.6923711965036405,Pitcher,15,204
Logan Webb,SFG,30.481476190476197,5.664544522301235,Pitcher,16,205
Aroldis Chapman,BOS,30.355357142857155,5.641107108841204,Pitcher,17,206
Ramón Laureano,SDP,10.329547619047624,5.633427781343134,Hitter,190,207
David Bednar,NYY,30.2217380952381,5.616275928109146,Pitcher,18,208
Kevin McGonigle,DET,10.274933621933627,5.603642933067218,Hitter,191,209
Chase DeLauter,CLE,10.212988095238098,5.5698596868025865,Hitter,192,210
Yoshinobu Yamamoto,LAD,29.970619047619053,5.569609060115384,Pitcher,19,211
Jake Burger,TEX,10.194805194805197,5.559943274175259,Hitter,193,212
Cristopher Sánchez,PHI,29.598785714285718,5.5005091760290465,Pitcher,20,213
Tyler O'Neill,BAL,10.083828643578649,5.499419966687479,Hitter,194,214
Anthony Santander,TOR,10.072150072150071,5.493050821478174,Hitter,195,215
Luis García Jr.,WSN,10.06026154401154,5.486567172129254,Hitter,196,216
Salvador Perez,KCR,10.045454545454547,5.478491875891163,Hitter,197,217
Jake Meyers,HOU,9.948117604617604,5.425407205885803,Hitter,198,218
Jake Fraley,TBR,9.941617604617612,5.421862299377878,Hitter,199,219
Addison Barger,TOR,9.864062409812414,5.379566004795002,Hitter,200,220
Zack Wheeler,PHI,28.916761904761906,5.373764847435006,Pitcher,21,221
George Kirby,SEA,28.902642857142865,5.371141025237198,Pitcher,22,222
Francisco Alvarez,NYM,9.8217334054834,5.356481025884218,Hitter,201,223
Brandon Lowe,PIT,9.738095238095237,5.3108672591325865,Hitter,202,224
Davis Schneider,TOR,9.654673520923527,5.265371537885717,Hitter,203,225
Cedric Mullins,TBR,9.614718614718615,5.243581321419639,Hitter,204,226
Rhys Hoskins,,9.611475468975474,5.241812606273327,Hitter,205,227
Brett Baty,NYM,9.531149350649352,5.198005132487021,Hitter,206,228
Hunter Greene,CIN,27.909559523809534,5.186590752118221,Pitcher,23,229
Cole Ragans,KCR,27.90634523809524,5.185993423287352,Pitcher,24,230
Moisés Ballesteros,CHC,9.49130519480519,5.176275315970877,Hitter,207,231
C.J. Kayfus,CLE,9.480573593073593,5.170422619844902,Hitter,208,232
Hunter Harvey,CHC,27.816095238095237,5.169221757113998,Pitcher,25,233
Ernie Clement,TOR,9.457431457431458,5.157801587961025,Hitter,209,234
Jesús Sánchez,HOU,9.453414862914858,5.155611056877701,Hitter,210,235
Hunter Brown,HOU,27.63365476190477,5.135317815139769,Pitcher,26,236
Spencer Schwellenbach,ATL,27.603285714285718,5.129674163852574,Pitcher,27,237
Andrew Benintendi,CHW,9.396644660894655,5.12465027863187,Hitter,211,238
Max Fried,NYY,27.537083333333342,5.11737140226571,Pitcher,28,239
Joey Ortiz,MIL,9.333333333333334,5.090122165232211,Hitter,212,240
Jorge Soler,LAA,9.326639971139967,5.086471804740027,Hitter,213,241
Harrison Bader,SFG,9.30952380952381,5.07713715970866,Hitter,214,242
Mickey Moniak,COL,9.280663780663781,5.061397759074052,Hitter,215,243
Tommy Edman,LAD,9.258297258297258,5.04919972358223,Hitter,216,244
Edgar Quero,CHW,9.25562987012987,5.047745009478576,Hitter,217,245
José Caballero,NYY,9.24914718614718,5.044209546611024,Hitter,218,246
Carson Benge,NYM,9.222257215007218,5.029544556812241,Hitter,219,247
Garrett Mitchell,MIL,9.175338383838385,5.003956422973035,Hitter,220,248
Nolan Gorman,STL,9.1017316017316,4.963813475139482,Hitter,221,249
Bryan Abreu,HOU,26.667738095238107,4.955816076806124,Pitcher,29,250
Agustín Ramírez,MIA,9.057720057720058,4.939810889171705,Hitter,222,251
Parker Meadows,DET,9.055555555555555,4.938630434124109,Hitter,223,252
Ryan Walker,SFG,26.5192380952381,4.92821948482005,Pitcher,30,253
Joe Ryan,MIN,26.456571428571436,4.916573784947141,Pitcher,31,254
Andrew McCutchen,,9.004529942279945,4.9108025835746,Hitter,224,255
Carter Jensen,KCR,9.004034632034632,4.910532456111207,Hitter,225,256
Jeff Hoffman,TOR,26.23588095238096,4.875561629885588,Pitcher,32,257
Anthony Volpe,NYY,8.93867243867244,4.874885861553947,Hitter,226,258
Giancarlo Stanton,NYY,8.929292929292929,4.869770556347699,Hitter,227,259
Abner Uribe,MIL,26.08686904761905,4.8478699077523775,Pitcher,33,260
Owen Caissie,MIA,8.853304834054835,4.828328911219286,Hitter,228,261
Ke'Bryan Hayes,CIN,8.826839826839828,4.813895684094843,Hitter,229,262
Shohei Ohtani,LAD,25.69777380952381,4.7755621466113825,Pitcher,34,263
Joey Bart,PIT,8.698125901875903,4.74369894097703,Hitter,230,264
Jake Mangum,PIT,8.69189502164502,4.740300804380017,Hitter,231,265
Harry Ford,WSN,8.660870490620493,4.723380948697815,Hitter,232,266
Shane McClanahan,TBR,25.398904761904767,4.720021626985735,Pitcher,35,267
Brooks Lee,MIN,8.648629148629148,4.716704885176137,Hitter,233,268
Nolan Arenado,ARI,8.544733044733045,4.660043042891549,Hitter,234,269
Wenceel Pérez,DET,8.536075036075037,4.655321222701167,Hitter,235,270
Victor Caratini,MIN,8.535445526695533,4.654977907024827,Hitter,236,271
Connor Norby,MIA,8.452380952380953,4.609676960860804,Hitter,237,272
Raisel Iglesias,ATL,24.764107142857142,4.602053607547438,Pitcher,36,273
Tyler Locklear,ARI,8.405279220779228,4.583989078570079,Hitter,238,274
Austin Wells,NYY,8.39105339105339,4.576230734512261,Hitter,239,275
Josh Jung,TEX,8.38961038961039,4.575443764480531,Hitter,240,276
Carson Williams,TBR,8.362193362193363,4.560491333877653,Hitter,241,277
Jeremiah Estrada,SDP,24.480809523809526,4.549406814257993,Pitcher,37,278
Garrett Cleavinger,TBR,24.45379761904762,4.5443870397497035,Pitcher,38,279
Kyle Karros,COL,8.332411255411253,4.544249059392769,Hitter,242,280
Luis Campusano,SDP,8.32596825396826,4.540735238201097,Hitter,243,281
Dylan Cease,TOR,24.431130952380954,4.5401747653275875,Pitcher,39,282
Jordan Walker,STL,8.322510822510823,4.538849658005068,Hitter,244,283
Brayan Rocchio,CLE,8.306637806637807,4.530192987656034,Hitter,245,284
Marcelo Mayer,BOS,8.296536796536797,4.5246841974339205,Hitter,246,285
Trevor Megill,MIL,24.341773809523815,4.5235690238294755,Pitcher,40,286
Andrew Vaughn,MIL,8.267676767676768,4.508944796799312,Hitter,247,287
Brandon Woodruff,MIL,24.147452380952384,4.487457177510039,Pitcher,41,288
Ryan Helsley,BAL,24.129202380952393,4.4840656771481155,Pitcher,42,289
Jasson Domínguez,NYY,8.217419913419915,4.4815362045342075,Hitter,248,290
Garrett Whitlock,BOS,24.107964285714296,4.480118882206384,Pitcher,43,291
Victor Robles,SEA,8.160420634920634,4.450450494795839,Hitter,249,292
Troy Johnston,COL,8.118475829725837,4.427575046656012,Hitter,250,293
Framber Valdez,,23.721916666666672,4.408377477290211,Pitcher,44,294
Cam Smith,HOU,8.074767676767673,4.403737921137401,Hitter,251,295
Nick Sogard,BOS,8.072005411255416,4.402231463754165,Hitter,252,296
J.T. Realmuto,PHI,8.062825757575764,4.397225153897313,Hitter,253,297
Gabe Speier,SEA,23.655535714285715,4.396041530768297,Pitcher,45,298
Pete Fairbanks,MIA,23.63046428571429,4.391382365887533,Pitcher,46,299
Yoán Moncada,LAA,8.022503607503609,4.375234653558159,Hitter,254,300
Jesús Luzardo,PHI,23.489821428571428,4.36524591104358,Pitcher,47,301
Blaze Alexander,ARI,7.998650072150069,4.362225645448638,Hitter,255,302
Austin Hays,CHW,7.998556998556998,4.3621748858815925,Hitter,256,303
Yainer Diaz,HOU,7.9812409812409815,4.352731245500829,Hitter,257,304
Cole Young,SEA,7.9622453102453115,4.34237157200313,Hitter,258,305
Nick Pivetta,SDP,23.350369047619054,4.339330689099952,Pitcher,48,306
Samuel Basallo,BAL,7.937229437229438,4.328728659533052,Hitter,259,307
Gavin Sheets,SDP,7.8766233766233755,4.295675918200374,Hitter,260,308
Miguel Andujar,,7.814705266955269,4.261907624366348,Hitter,261,309
Tyler Stephenson,CIN,7.769980880230876,4.237516275202893,Hitter,262,310
Romy Gonzalez,BOS,7.713498196248194,4.206712300735887,Hitter,263,311
Matt Brash,SEA,22.613250000000008,4.202347701879044,Pitcher,49,312
Chris Martin,TEX,22.54938095238096,4.19047855677681,Pitcher,50,313
Sonny Gray,BOS,22.54103571428572,4.188927714145557,Pitcher,51,314
Matt Strahm,KCR,22.37433333333334,4.157948471113574,Pitcher,52,315
Nathan Eovaldi,TEX,22.3679761904762,4.156767087425859,Pitcher,53,316
Pablo López,MIN,22.302416666666673,4.144583791605168,Pitcher,54,317
Zach McKinstry,DET,7.5931136363636424,4.141058145383735,Hitter,264,318
Mark Vientos,NYM,7.578581890331892,4.133132963679191,Hitter,265,319
Nick Gonzales,PIT,7.545694083694088,4.115196932943518,Hitter,266,320
Brady House,WSN,7.542568542568543,4.113492355854788,Hitter,267,321
Kyle Bradish,BAL,22.030309523809525,4.09401658757874,Pitcher,55,322
Chase Burns,CIN,21.993309523809522,4.0871406690367555,Pitcher,56,323
Spencer Strider,ATL,21.945857142857143,4.0783223256299515,Pitcher,57,324
A.J. Puk,ARI,21.9249880952381,4.074444112887321,Pitcher,58,325
Rob Refsnyder,SEA,7.468142135642138,4.072902409043214,Hitter,268,326
Will Vest,DET,21.90163095238095,4.0701035233830165,Pitcher,59,327
Lane Thomas,KCR,7.417748917748918,4.045419448110109,Hitter,269,328
Bo Naylor,CLE,7.414862914862915,4.0438455080466476,Hitter,270,329
Christian Moore,LAA,7.391774891774892,4.031253987538961,Hitter,271,330
Jose A. Ferrer,SEA,21.68919047619048,4.030624512320692,Pitcher,60,331
JJ Bleday,CIN,7.390156204906203,4.030371203905867,Hitter,272,332
Jake Bauers,MIL,7.386142496392492,4.028182246762607,Hitter,273,333
Dominic Canzone,SEA,7.369408369408369,4.01905595204714,Hitter,274,334
Blake Snell,LAD,21.580500000000008,4.010425948521363,Pitcher,61,335
Tyler Glasnow,LAD,21.5727380952381,4.0089835100112685,Pitcher,62,336
Starling Marte,,7.34708946608946,4.006883886566363,Hitter,275,337
Ryan McMahon,NYY,7.272005772005771,3.9659354749053377,Hitter,276,338
Robert Garcia,TEX,21.33505952380953,3.9648143614621327,Pitcher,63,339
Lourdes Gurriel Jr.,ARI,7.244391774891773,3.9508756228931285,Hitter,277,340
Luisangel Acuña,CHW,7.237373737373737,3.9470481941438083,Hitter,278,341
Luis Castillo,SEA,21.175345238095243,3.9351337555550345,Pitcher,64,342
Adrian Morejon,SDP,21.14191666666667,3.928921535714014,Pitcher,65,343
Drew Rasmussen,TBR,21.1032380952381,3.921733678782577,Pitcher,66,344
A.J. Minter,NYM,21.03621428571429,3.909278266494491,Pitcher,67,345
Michael King,SDP,20.91503571428572,3.886758969570792,Pitcher,68,346
Freddy Peralta,NYM,20.91397619047619,3.8865620722895047,Pitcher,69,347
Ty France,,7.122427849927847,3.884360128841243,Hitter,279,348
Logan O'Hoppe,LAA,7.078643578643578,3.8604814906534646,Hitter,280,349
Daniel Palencia,CHC,20.69265476190477,3.845432663790784,Pitcher,70,350
Robert Suarez,ATL,20.528607142857147,3.8149467701265163,Pitcher,71,351
Grant Taylor,CHW,20.406309523809526,3.7922195142765145,Pitcher,72,352
Kyle Isbel,KCR,6.9473304473304465,3.7888672177659983,Hitter,281,353
Zach Cole,HOU,6.918470418470418,3.7731278171313907,Hitter,282,354
Brooks Baldwin,CHW,6.905483405483405,3.766045086845817,Hitter,283,355
Gabriel Arias,CLE,6.86002886002886,3.74125553084631,Hitter,284,356
Denzel Clarke,ATH,6.836940836940837,3.728664010338623,Hitter,285,357
Michael Conforto,,6.835369769119774,3.7278071967165793,Hitter,286,358
Bryce Eldridge,SFG,6.824675324675325,3.7219747650689152,Hitter,287,359
Dylan Lee,ATL,20.02590476190477,3.7215267533078658,Pitcher,73,360
Jacob Young,WSN,6.784330086580084,3.6999716732092556,Hitter,288,361
Louis Varland,TOR,19.889678571428576,3.6962110725241053,Pitcher,74,362
Alex Vesia,LAD,19.841607142857153,3.6872776880091345,Pitcher,75,363
MacKenzie Gore,TEX,19.82258333333334,3.6837423862620007,Pitcher,76,364
Shane Bieber,TOR,19.801678571428575,3.6798575365323587,Pitcher,77,365
Emmet Sheehan,LAD,19.787297619047628,3.6771850430964794,Pitcher,78,366
Kevin Gausman,TOR,19.76880952380953,3.6737492961544898,Pitcher,79,367
Tyler Austin,CHC,6.707968253968252,3.658326202842623,Hitter,289,368
