Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Aaron Judge","NYY",156,672,539,154,82,26,1,45,116,117,120,25,165,7,5,1,,9,2,0.286494,0.179045,0.245498,0.729313,0.419258,0.590635,0.417082,1.00989,0.304141,3.85508,0.327051,-1.10579,-0.392115,136.159,56.7573,172.984,-1.4979,2.53392,56.30803406238556,-5.066081762313843,7.60909,2,,,,,,,1220,7.82051282,1220,7.82051282,,,,,,,,,,,,,,,,,,,"Aaron Judge","15640",592450
"Bobby Witt Jr.","KCR",157,679,616,178,105,37,7,28,103,95,49,6,117,7,6,1,,33,10,0.288235,0.0720544,0.17228,0.41824,0.344442,0.509853,0.361278,0.854295,0.221618,6.97161,0.313288,1.69436,1.59783,106.814,26.5847,130.398,3.29219,7.02273,27.619362354278564,14.297733306884766,6.67969,3.200000047683716,,,,,,,993.9,6.330573248,993.9,6.330573248,,,,,,,,,,,,,,,,,,,"Bobby Witt Jr.","25764",677951
"Cal Raleigh","SEA",159,637,550,127,63,23,0,40,88,102,78,11,171,5,4,1,,8,2,0.23051,0.122036,0.268219,0.454989,0.329743,0.493627,0.347448,0.82337,0.263117,3.25199,0.252084,-1.31604,-0.308861,93.1122,17.7985,130.419,-1.62491,4.7388,21.227404236793518,11.888797760009766,6.36813,19.139999389648438,,,,,,,862.5,5.424528301,862.5,5.424528301,,,,,,,,,,,,,,,,,,,"Cal Raleigh","21534",663728
"Shohei Ohtani","LAD",157,679,575,162,81,28,5,48,129,119,94,16,164,5,4,2,,26,6,0.282023,0.137747,0.241232,0.571014,0.38461,0.598682,0.407346,0.983292,0.316659,6.78794,0.311216,0.0704774,1.74703,132.21,51.9812,165.14,1.81751,0,54.23902630805969,-16.975000381469727,6.12387,1.090000033378601,,,,,,,1222.7,7.787898089,1222.7,7.787898089,,,,,,,,,,,,,,,,,,,"Shohei Ohtani","19755",660271
"Juan Soto","NYM",159,686,548,149,86,24,1,38,114,102,128,9,120,4,4,2,,23,5,0.272234,0.186787,0.175438,1.06469,0.410555,0.528509,0.400188,0.939063,0.256274,4.79527,0.282337,-0.570734,1.0859,129.586,48.5302,163.028,0.515163,-7.26165,51.76014286279678,-14.811651229858398,6.11541,4.659999847412109,,,,,,,1144.6,7.198742138,1144.6,7.198742138,,,,,,,,,,,,,,,,,,,"Juan Soto","20123",665742
"Gunnar Henderson","BAL",156,672,591,161,95,33,5,29,99,94,70,4,140,6,4,1,,22,5,0.273322,0.104559,0.208996,0.500292,0.354171,0.490161,0.361541,0.844332,0.216839,6.11707,0.311573,1.2606,1.18147,105.856,26.4537,135.04,2.44206,-2.11619,30.19475793838501,5.08380913734436,5.97584,14.489999771118164,,,,,,,963.2,6.174358974,963.2,6.174358974,,,,,,,,,,,,,,,,,,,"Gunnar Henderson","26289",683002
"Julio Rodríguez","SEA",159,686,625,169,105,30,2,31,95,101,48,5,151,9,4,1,,26,7,0.270435,0.0703345,0.219448,0.320507,0.330087,0.47669,0.344821,0.806777,0.206255,5.57303,0.308096,0.500728,1.5407,98.7487,17.6925,128.609,2.04143,6.53717,25.173059225082397,8.787170886993408,5.89026,10.710000038146973,,,,,,,912,5.735849056,912,5.735849056,,,,,,,,,,,,,,,,,,,"Julio Rodriguez","23697",677594
"Francisco Lindor","NYM",159,686,607,159,99,31,1,28,102,85,60,2,125,12,5,2,,24,5,0.261227,0.0880548,0.181948,0.483954,0.337012,0.452406,0.341445,0.789419,0.191179,5.30148,0.284555,-0.483063,1.67888,96.8687,15.8125,122.787,1.19581,3.82205,19.723071098327637,10.67205286026001,5.44492,17,,,,,,,889.8,5.596226415,889.8,5.596226415,,,,,,,,,,,,,,,,,,,"Francisco Lindor","12916",596019
"Fernando Tatis Jr.","SDP",156,672,585,158,96,30,2,30,106,84,75,4,131,6,3,2,,26,5,0.269893,0.111953,0.194543,0.575468,0.357659,0.481211,0.360774,0.838871,0.211318,5.70831,0.299143,0.540472,1.8006,105.437,26.0352,136.465,2.34107,6.76039,31.384210348129272,-0.639610767364502,5.43302,14.3100004196167,,,,,,,958.6,6.144871794,958.6,6.144871794,,,,,,,,,,,,,,,,,,,"Fernando Tatis Jr.","19709",665487
"Ronald Acuña Jr.","ATL",151,651,548,157,97,26,2,31,115,84,92,4,133,7,3,2,,26,6,0.285666,0.140824,0.204131,0.68987,0.393343,0.511456,0.389106,0.904799,0.22579,5.72115,0.323913,1.1668,1.54986,117.117,40.1965,151.664,2.71666,-4.03589,42.5791232585907,-11.91088581085205,5.35372,7.400000095367432,,,,,,,1039,6.880794701,1039,6.880794701,,,,,,,,,,,,,,,,,,,"Ronald Acuna Jr.","18401",660670
"Corbin Carroll","ARI",154,665,578,149,82,27,12,28,106,93,71,3,139,9,5,2,,35,7,0.258504,0.10675,0.209267,0.510114,0.34644,0.493621,0.3586,0.840061,0.235117,8.12356,0.291858,2.21766,3.04169,103.165,24.5905,130.254,5.25935,5.01459,29.104065895080566,-1.8104133605957031,5.05612,8.229999542236328,,,,,,,953.2,6.189610389,953.2,6.189610389,,,,,,,,,,,,,,,,,,,"Corbin Carroll","25878",682998
"Mookie Betts","LAD",151,651,567,155,97,31,3,24,97,87,73,3,77,4,5,1,,9,2,0.273872,0.111962,0.117609,0.951988,0.357973,0.467633,0.355961,0.825605,0.19376,4.53866,0.277605,-0.227249,-0.236042,99.5988,22.6782,129.939,-0.463291,-3.05524,22.637004882097244,3.9197609424591064,4.93307,62.970001220703125,,,,,,,876.1,5.801986754,876.1,5.801986754,,,,,,,,,,,,,,,,,,,"Mookie Betts","13611",605141
"Kyle Tucker","LAD",151,651,555,149,86,28,2,33,98,102,88,6,96,3,3,1,,22,4,0.268128,0.134807,0.1472,0.915815,0.369356,0.504512,0.373186,0.873868,0.236384,5.28092,0.269614,0.0248132,1.6441,108.703,31.782,141.738,1.66891,-0.575497,33.87301969528198,-7.550497353076935,4.9091,17.690000534057617,,,,,,,985.8,6.528476821,985.8,6.528476821,,,,,,,,,,,,,,,,,,,"Kyle Tucker","18345",663656
"Alejandro Kirk","TOR",123,488,429,117,83,19,0,15,51,62,50,2,59,4,5,0,,1,0,0.273166,0.10172,0.120555,0.843764,0.35037,0.422963,0.337061,0.773333,0.149798,1.74127,0.283945,-1.30545,-0.75279,67.1172,9.50353,117.336,-2.05824,5.85251,7.90470552444458,14.752505779266357,4.89495,157.4600067138672,,,,,,,586.2,4.765853658,586.2,4.765853658,,,,,,,,,,,,,,,,,,,"Alejandro Kirk","22581",672386
"Vladimir Guerrero Jr.","TOR",157,679,590,174,107,33,0,33,98,105,78,9,92,6,5,0,,5,2,0.294735,0.114361,0.13565,0.843057,0.380195,0.522129,0.383185,0.902324,0.227394,2.75961,0.299408,-0.398813,-0.966959,118.89,38.6612,149.109,-1.36577,-1.26722,37.93519997596741,-13.592215299606323,4.88164,18.56999969482422,,,,,,,1046.2,6.663694267,1046.2,6.663694267,,,,,,,,,,,,,,,,,,,"Vladimir Guerrero Jr.","19611",665489
"Junior Caminero","TBR",154,665,610,167,98,28,0,40,90,118,46,1,124,4,5,0,,6,2,0.273987,0.0684869,0.187158,0.36593,0.325908,0.520079,0.359248,0.845987,0.246092,3.35561,0.281544,-0.0633625,-0.344953,103.515,24.9404,131.134,-0.408315,-1.61748,23.994074165821075,0.5575207471847534,4.85369,14.859999656677246,,,,,,,938.2,6.092207792,938.2,6.092207792,,,,,,,,,,,,,,,,,,,"Junior Caminero","28163",691406
"José Ramírez","CLE",157,679,602,165,99,34,3,29,95,96,66,20,80,5,6,0,,32,7,0.273351,0.0977005,0.117214,0.833522,0.346905,0.483238,0.347055,0.830143,0.209887,5.89076,0.271712,-0.0724456,2.31951,98.9729,18.7438,124.802,2.24706,1.5792,22.095478057861328,1.8042035102844238,4.83629,5.309999942779541,,,,,,,964.5,6.143312101,964.5,6.143312101,,,,,,,,,,,,,,,,,,,"Jose Ramirez","13510",608070
"Geraldo Perdomo","ARI",159,686,581,154,106,30,4,15,96,72,83,1,88,8,6,7,,23,6,0.266009,0.12166,0.128771,0.944777,0.362837,0.407983,0.339933,0.77082,0.141974,5.85105,0.288644,0.34546,0.805949,96.0265,14.9703,117.466,1.15141,0.443354,15.35234522819519,7.79335343837738,4.70321,85.19999694824219,,,,,,,832.1,5.233333333,832.1,5.233333333,,,,,,,,,,,,,,,,,,,"Geraldo Perdomo","22799",672695
"Elly De La Cruz","CIN",156,672,598,157,95,31,6,25,96,89,66,6,173,4,3,1,,41,11,0.262286,0.0981561,0.257691,0.380906,0.337916,0.45911,0.341307,0.797026,0.196824,7.37595,0.328102,1.68633,2.67232,94.8163,15.4143,114.511,4.35865,0.909151,15.916363716125488,7.609151542186737,4.69442,10.34000015258789,,,,,,,897.4,5.752564102,897.4,5.752564102,,,,,,,,,,,,,,,,,,,"Elly De La Cruz","26668",682829
"Pete Crow-Armstrong","CHC",149,644,591,150,88,30,5,26,88,92,35,1,155,9,6,4,,34,9,0.253547,0.054373,0.240135,0.226427,0.302552,0.455672,0.324148,0.758224,0.202124,7.10185,0.297358,0.812078,2.15382,81.8936,5.80001,109.429,2.9659,11.9331,10.162862539291382,14.233111143112183,4.68817,34.79999923706055,,,,,,,780.3,5.236912751,780.3,5.236912751,,,,,,,,,,,,,,,,,,,"Pete Crow-Armstrong","27769",691718
"Patrick Bailey","SFG",133,525,473,108,74,20,2,11,53,53,41,0,137,3,5,2,,3,0,0.227873,0.0785349,0.260315,0.301692,0.291109,0.348867,0.282157,0.639975,0.120994,3.81552,0.293413,-0.333101,-0.385412,48.8438,-13.1654,81.265,-0.718513,12.1732,-12.371635377407074,22.42320728302002,4.56842,453.739990234375,,,,,,,442.3,3.325563909,442.3,3.325563909,,,,,,,,,,,,,,,,,,,"Patrick Bailey","27478",672275
"Ketel Marte","ARI",147,637,554,152,91,31,3,27,94,86,70,6,104,7,5,1,,6,1,0.273541,0.109362,0.162617,0.672514,0.35888,0.486459,0.361484,0.84534,0.212918,4.34557,0.290305,-0.0850714,-0.494326,100.313,25.0465,132.229,-0.579397,-0.202859,23.752689123153687,-0.3278585821390152,4.56498,39.86000061035156,,,,,,,897.6,6.106122448,897.6,6.106122448,,,,,,,,,,,,,,,,,,,"Ketel Marte","13613",606466
"William Contreras","MIL",152,610,531,143,94,29,1,20,80,77,71,4,116,4,4,0,,6,2,0.269958,0.11667,0.189735,0.614911,0.357634,0.439655,0.346308,0.797289,0.169697,3.33306,0.309287,-0.513625,-0.6998,88.545,16.4688,123.572,-1.21343,-0.068014,15.828342080116272,7.481986157596111,4.4913,53.88999938964844,,,,,,,778.4,5.121052631,778.4,5.121052631,,,,,,,,,,,,,,,,,,,"William Contreras","20503",661388
"Trea Turner","PHI",149,644,591,167,114,30,4,19,92,73,42,1,118,6,4,2,,28,5,0.282405,0.0657175,0.183243,0.358635,0.334312,0.441738,0.335875,0.77605,0.159332,6.50645,0.323231,1.41708,2.55103,88.0252,11.9316,114.06,3.9681,0.198051,14.699461936950684,7.098051533102989,4.42231,27.059999465942383,,,,,,,815.8,5.475167785,815.8,5.475167785,,,,,,,,,,,,,,,,,,,"Trea Turner","16252",607208
"Yordan Alvarez","HOU",130,560,475,140,81,28,1,29,84,85,71,11,97,7,6,1,,3,1,0.294324,0.126975,0.172496,0.736104,0.390593,0.544495,0.393313,0.935088,0.25017,3.33365,0.311228,-0.755013,-0.848057,102.659,36.4907,156.058,-1.60307,-0.0978913,35.39654886722565,-11.897890515625477,4.37621,45.79999923706055,,,,,,,905.4,6.964615384,905.4,6.964615384,,,,,,,,,,,,,,,,,,,"Yordan Alvarez","19556",670541
"Wyatt Langford","TEX",149,644,558,144,87,29,2,25,90,80,75,3,145,6,4,1,,22,6,0.257361,0.116811,0.225714,0.51752,0.34894,0.453095,0.346894,0.802036,0.195734,5.26423,0.302247,0.53987,0.925989,93.7867,17.6932,124.911,1.46586,4.82442,20.37433111667633,0.22441911697387695,4.37531,51.77000045776367,,,,,,,846.9,5.683892617,846.9,5.683892617,,,,,,,,,,,,,,,,,,,"Wyatt Langford","33333",694671
"Matt Chapman","SFG",156,672,583,141,81,31,2,27,89,84,77,1,165,8,4,0,,9,3,0.241475,0.114301,0.246029,0.464583,0.33577,0.438491,0.336779,0.774261,0.197015,4.29242,0.288821,-0.0757015,-0.471777,92.3458,12.9439,118.683,-0.547478,3.38719,14.332831621170044,5.787185430526733,4.34599,169.88999938964844,,,,,,,825.4,5.291025641,825.4,5.291025641,,,,,,,,,,,,,,,,,,,"Matt Chapman","16505",656305
"Bo Bichette","NYM",152,658,608,177,122,34,1,19,81,86,42,1,107,4,4,1,,6,3,0.290734,0.0635865,0.162706,0.390807,0.33839,0.44709,0.339539,0.785479,0.156356,3.39605,0.324102,0.267116,-1.21073,91.8966,14.1488,121.482,-0.94361,4.29541,15.809186339378357,4.595410197973251,4.32745,109.86000061035156,,,,,,,807.1,5.309868421,807.1,5.309868421,,,,,,,,,,,,,,,,,,,"Bo Bichette","19612",666182
"Jackson Merrill","SDP",146,630,577,155,97,29,5,24,82,84,42,2,121,4,5,3,,7,3,0.269566,0.0664068,0.191307,0.347122,0.320683,0.461906,0.334972,0.782589,0.19234,4.87185,0.301238,1.039,-0.707357,85.65,11.2107,118.791,0.331641,4.79609,14.362245112657547,6.846086263656616,4.31437,76.91000366210938,,,,,,,772.1,5.288356164,772.1,5.288356164,,,,,,,,,,,,,,,,,,,"Jackson Merrill","29490",701538
"Zach Neto","LAA",154,665,595,152,88,34,1,28,94,85,46,4,159,18,4,3,,28,9,0.254923,0.0689783,0.239101,0.28849,0.325058,0.458622,0.336573,0.78368,0.203699,5.66746,0.299721,0.47352,0.959001,91.2724,12.6976,115.218,1.43252,-1.38573,13.360103964805603,5.739274501800537,4.29586,32.86000061035156,,,,,,,843.7,5.478571428,843.7,5.478571428,,,,,,,,,,,,,,,,,,,"Zach Neto","31347",687263
"Corey Seager","TEX",130,560,489,131,80,25,0,26,76,77,62,10,102,5,4,0,,3,0,0.268214,0.110795,0.181879,0.609169,0.353838,0.47839,0.353363,0.832228,0.210176,2.54958,0.288867,-0.858256,-0.581724,84.4949,18.3266,129.368,-1.43998,0.60528,17.943370580673218,4.105280101299286,4.22785,108.13999938964844,,,,,,,768.2,5.909230769,768.2,5.909230769,,,,,,,,,,,,,,,,,,,"Corey Seager","13624",608369
"Adley Rutschman","BAL",143,573,501,127,80,27,1,19,69,68,65,2,90,3,5,1,,1,0,0.254648,0.112506,0.157053,0.71636,0.340364,0.426538,0.333761,0.766902,0.17189,2.52841,0.274204,-0.368371,-0.823945,77.3911,9.63947,115.904,-1.19232,2.77298,9.55558466911316,8.672984838485718,4.02309,157.49000549316406,,,,,,,678.7,4.746153846,678.7,4.746153846,,,,,,,,,,,,,,,,,,,"Adley Rutschman","26288",668939
"Willy Adames","SFG",157,679,596,141,85,28,1,27,85,87,72,2,166,4,6,0,,12,4,0.236367,0.106658,0.243871,0.437354,0.320941,0.422185,0.322704,0.743126,0.185819,4.19537,0.279193,0.0864758,-0.186294,85.5486,5.31947,109.041,-0.0998185,2.0957,7.176262557506561,9.370695114135742,4.00425,131.57000732421875,,,,,,,773.9,4.929299363,773.9,4.929299363,,,,,,,,,,,,,,,,,,,"Willy Adames","15986",642715
"Nico Hoerner","CHC",154,665,607,171,128,30,3,9,79,65,43,1,62,10,4,1,,27,7,0.281069,0.0640458,0.092947,0.689057,0.336064,0.386965,0.317699,0.723029,0.105896,5.53554,0.29853,0.776233,1.56267,81.0822,2.50735,105.011,2.3389,7.68854,6.288767099380493,10.163535356521606,3.94691,103.80000305175781,,,,,,,730,4.74025974,730,4.74025974,,,,,,,,,,,,,,,,,,,"Nico Hoerner","21479",663538
"Jordan Westburg","BAL",143,616,565,148,88,31,3,27,87,84,39,0,137,8,3,1,,6,2,0.262523,0.0640159,0.222203,0.288097,0.318176,0.468962,0.338346,0.787138,0.206439,4.48854,0.300859,0.15528,-0.727975,85.4338,12.6486,119.062,-0.572695,2.23525,13.266711175441742,3.835246443748474,3.91895,126.66000366210938,,,,,,,771.4,5.394405594,771.4,5.394405594,,,,,,,,,,,,,,,,,,,"Jordan Westburg","27815",676059
"Gabriel Moreno","ARI",113,450,400,112,79,20,1,11,54,55,43,2,76,4,3,0,,4,2,0.279022,0.0946715,0.169622,0.558133,0.351081,0.420864,0.336224,0.771945,0.141842,3.55386,0.317961,0.303262,-0.827039,61.6086,8.46127,114.925,-0.523776,5.36914,7.433027446269989,13.219141483306885,3.86722,174.50999450683594,,,,,,,537.3,4.754867256,537.3,4.754867256,,,,,,,,,,,,,,,,,,,"Gabriel Moreno","22664",672515
"Bryce Harper","PHI",154,665,574,157,91,37,0,29,90,95,81,8,143,5,5,0,,11,3,0.273396,0.121584,0.215225,0.564915,0.365319,0.491758,0.365585,0.857077,0.218362,3.47122,0.313964,0.1699,-0.292743,106.937,28.3618,134.412,-0.122842,0.517829,26.999529235064983,-11.457171559333801,3.85381,53.22999954223633,,,,,,,955.6,6.205194805,955.6,6.205194805,,,,,,,,,,,,,,,,,,,"Bryce Harper","11579",547180
"Jeremy Peña","HOU",151,651,595,161,111,30,2,19,83,71,38,2,116,12,4,3,,18,5,0.27063,0.0582178,0.178103,0.326877,0.324729,0.421171,0.323934,0.7459,0.150541,5.2239,0.306881,0.687316,0.532512,82.6708,5.75014,108.265,1.21983,0.511432,7.561600685119629,7.48643159866333,3.83205,94.91000366210938,,,,,,,753.8,4.99205298,753.8,4.99205298,,,,,,,,,,,,,,,,,,,"Jeremy Pena","21636",665161
"Dansby Swanson","CHC",159,686,619,149,98,27,2,22,82,80,58,1,174,4,4,1,,16,4,0.240962,0.0852612,0.253763,0.335988,0.308479,0.398128,0.308108,0.706606,0.157166,4.90796,0.298093,0.758538,0.537942,78.3007,-2.75547,98.4412,1.29648,6.66172,0.029069185256958008,14.011716365814209,3.77167,147.7100067138672,,,,,,,717.1,4.510062893,717.1,4.510062893,,,,,,,,,,,,,,,,,,,"Dansby Swanson","18314",621020
"Alex Bregman","CHC",157,679,590,147,94,29,1,23,88,83,74,2,97,9,5,1,,3,1,0.249992,0.109668,0.142916,0.767362,0.340412,0.42097,0.332632,0.761382,0.170978,3.03967,0.262165,-0.643934,-1.07144,91.0216,10.7925,115.241,-1.71537,0.91344,10.55001986026764,3.338439464569092,3.73225,121.02999877929688,,,,,,,791.1,5.038853503,791.1,5.038853503,,,,,,,,,,,,,,,,,,,"Alex Bregman","17678",608324
"Maikel Garcia","KCR",154,665,598,162,111,33,5,13,87,68,57,0,100,2,5,3,,27,7,0.269968,0.0851197,0.15008,0.56716,0.332282,0.403747,0.321729,0.73603,0.133779,6.09984,0.303262,0.582,1.30558,83.2581,4.68324,103.154,1.88758,6.14208,4.35979950428009,8.617081880569458,3.66945,81.51000213623047,,,,,,,764.3,4.962987012,764.3,4.962987012,,,,,,,,,,,,,,,,,,,"Maikel Garcia","22715",672580
"Austin Riley","ATL",156,672,608,159,95,31,2,30,88,92,51,1,174,8,5,1,,3,1,0.261122,0.0758558,0.25863,0.293298,0.323754,0.46967,0.340379,0.793424,0.208548,3.31808,0.314233,-0.0764477,-0.921831,94.3098,14.9078,118.285,-0.998279,-2.64115,13.564668476581573,-0.6411539316177368,3.6097,80.7699966430664,,,,,,,845.6,5.42051282,845.6,5.42051282,,,,,,,,,,,,,,,,,,,"Austin Riley","18360",663586
"Pete Alonso","BAL",157,679,597,158,85,33,1,38,90,112,61,5,152,14,6,0,,2,1,0.264085,0.0902364,0.224179,0.402519,0.342804,0.514759,0.363499,0.857563,0.250674,2.60403,0.289389,-1.23972,-1.03953,108.038,27.8091,136.389,-2.27925,-2.74605,26.84242296218872,-15.471050262451172,3.55449,25.739999771118164,,,,,,,972.4,6.193630573,972.4,6.193630573,,,,,,,,,,,,,,,,,,,"Pete Alonso","19251",624413
"Freddie Freeman","LAD",151,651,568,161,98,37,2,24,89,91,69,8,121,9,5,0,,8,2,0.283624,0.106201,0.18614,0.570545,0.367031,0.481938,0.362854,0.848968,0.198314,4.13442,0.320627,-0.73061,-0.381125,103.242,26.3211,134.661,-1.11174,-0.897077,25.63152039051056,-12.572076916694641,3.55212,73.45999908447266,,,,,,,921.5,6.102649006,921.5,6.102649006,,,,,,,,,,,,,,,,,,,"Freddie Freeman","5361",518692
"Nick Kurtz","ATH",143,616,534,139,74,28,1,36,97,99,73,3,172,4,4,1,,3,1,0.260912,0.118859,0.279944,0.424582,0.351963,0.520272,0.370971,0.872235,0.25936,3.6617,0.314272,0.103117,-0.774395,101.751,28.9656,137.272,-0.671278,-1.62448,26.389445781707764,-12.874478816986084,3.55195,20.110000610351562,,,,,,,903.6,6.318881118,903.6,6.318881118,,,,,,,,,,,,,,,,,,,"Nick Kurtz","35110",701762
"Byron Buxton","MIN",130,560,502,125,66,25,5,29,85,76,44,3,153,9,4,1,,17,2,0.248598,0.077812,0.273722,0.284274,0.317013,0.488487,0.341979,0.805501,0.239889,7.02446,0.296436,0.744922,1.89261,79.3191,13.1508,119.363,2.63753,0.407918,15.417290210723877,0.007918566465377808,3.55019,85.43000030517578,,,,,,,757.3,5.825384615,757.3,5.825384615,,,,,,,,,,,,,,,,,,,"Byron Buxton","14161",621439
"Michael Harris II","ATL",133,574,539,148,96,27,4,22,71,77,24,1,110,5,4,2,,18,5,0.275065,0.0415545,0.191823,0.216629,0.309262,0.459625,0.328775,0.768887,0.18456,5.76165,0.307967,0.4872,0.758405,75.1487,7.32619,110.336,1.24561,5.1899,8.277238011360168,7.23990273475647,3.54147,101.69000244140625,,,,,,,704.9,5.3,704.9,5.3,,,,,,,,,,,,,,,,,,,"Michael Harris II","25931",671739
"Masyn Winn","STL",146,630,574,146,101,30,2,14,78,67,44,0,112,5,4,2,,12,4,0.255286,0.0703883,0.177548,0.396447,0.31255,0.38837,0.306782,0.700919,0.133084,4.84505,0.292527,0.908576,-0.15849,71.2309,-3.20846,97.889,0.750086,7.469,-0.8261786699295044,14.218998908996582,3.51475,263.1400146484375,,,,,,,632.2,4.330136986,632.2,4.330136986,,,,,,,,,,,,,,,,,,,"Masyn Winn","27479",691026
"Riley Greene","DET",151,651,584,154,92,30,3,29,84,97,58,2,176,5,4,0,,3,2,0.263966,0.0884687,0.270805,0.326688,0.332705,0.476696,0.346946,0.809401,0.212731,3.5494,0.326108,0.00497869,-1.01277,94.8335,17.9128,123.291,-1.0078,2.27,16.862788438796997,-5.305001974105835,3.47496,79.51000213623047,,,,,,,844.2,5.590728476,844.2,5.590728476,,,,,,,,,,,,,,,,,,,"Riley Greene","25976",682985
"Roman Anthony","BOS",146,630,536,142,90,31,3,19,92,70,83,1,155,5,4,2,,9,4,0.265648,0.131727,0.246601,0.534168,0.366969,0.440769,0.353259,0.807737,0.175121,4.8896,0.337338,0.336996,-0.757998,95.0037,20.5644,123.695,-0.421002,3.30321,17.173000246286392,-5.046790838241577,3.45916,63.86000061035156,,,,,,,814.7,5.580136986,814.7,5.580136986,,,,,,,,,,,,,,,,,,,"Roman Anthony","31812",701350
"Jacob Wilson","ATH",141,609,562,166,117,34,1,13,74,77,34,1,47,8,3,2,,5,2,0.294559,0.0555481,0.0776133,0.715703,0.341482,0.431016,0.335697,0.772497,0.136457,3.58994,0.301545,0.0525673,-0.839369,83.1533,11.1952,112.973,-0.786802,-2.23791,8.525177657604218,4.087089776992798,3.43494,179.8000030517578,,,,,,,724,5.134751773,724,5.134751773,,,,,,,,,,,,,,,,,,,"Jacob Wilson","33266",805779
"Manny Machado","SDP",151,651,590,155,100,29,0,27,81,91,54,4,128,3,4,0,,10,2,0.262992,0.0827078,0.19655,0.420798,0.325202,0.447295,0.331851,0.772497,0.184303,3.50999,0.292406,-0.452538,-0.109189,86.8555,9.93483,116.653,-0.561726,-0.0816896,12.287016987800598,-0.556689664721489,3.41614,41.709999084472656,,,,,,,800.3,5.3,800.3,5.3,,,,,,,,,,,,,,,,,,,"Manny Machado","11493",592518
"Matt Olson","ATL",159,686,594,150,85,33,1,32,94,95,81,4,165,5,4,1,,1,0,0.253164,0.117895,0.240776,0.489647,0.345519,0.472971,0.351787,0.81849,0.219807,2.57456,0.295294,-0.85453,-0.958983,102.628,21.5721,126.099,-1.81351,2.9615,19.406586170196533,-9.288502931594849,3.37032,54.459999084472656,,,,,,,908.1,5.711320754,908.1,5.711320754,,,,,,,,,,,,,,,,,,,"Matt Olson","14344",621566
"Steven Kwan","CLE",154,665,593,166,125,27,3,12,86,60,61,1,61,5,4,3,,19,5,0.279631,0.0912815,0.0916582,0.99589,0.349549,0.391879,0.326906,0.741427,0.112248,5.09472,0.294468,0.62042,0.500051,86.0531,7.47819,110.921,1.12047,7.33795,9.68050992488861,0.21294736862182617,3.35398,173.39999389648438,,,,,,,764.9,4.966883116,764.9,4.966883116,,,,,,,,,,,,,,,,,,,"Steven Kwan","24610",680757
"Carlos Correa","HOU",131,567,509,134,90,25,1,18,66,67,50,2,115,4,4,0,,0,0,0.262427,0.0889462,0.203533,0.437011,0.331113,0.420238,0.326705,0.751351,0.157811,2.13175,0.305408,-0.024963,-0.91851,73.279,6.28362,110.174,-0.943473,5.08053,5.855435848236084,7.205532073974609,3.33295,270.510009765625,,,,,,,650.8,4.967938931,650.8,4.967938931,,,,,,,,,,,,,,,,,,,"Carlos Correa","14162",621043
"Will Smith","LAD",126,500,428,109,68,21,1,19,67,67,58,3,97,8,5,0,,2,1,0.255316,0.116548,0.19398,0.600826,0.351857,0.444115,0.344815,0.795972,0.188799,3.14378,0.283853,-0.815522,-0.787785,72.0295,12.9034,122.304,-1.60331,-0.011211,11.624541163444519,9.138788596726954,3.32041,111.30999755859375,,,,,,,626.6,4.973015873,626.6,4.973015873,,,,,,,,,,,,,,,,,,,"Will Smith","19197",669257
"Cody Bellinger","NYY",147,637,573,151,98,26,3,25,85,92,53,3,93,4,8,0,,12,3,0.263836,0.0826223,0.146458,0.564137,0.325954,0.448255,0.332039,0.774208,0.184419,4.92763,0.273379,0.193212,0.0500625,85.0846,9.81816,114.401,0.243274,6.11657,11.055447161197662,-0.5584259033203125,3.31713,92.43000030517578,,,,,,,785.5,5.343537414,785.5,5.343537414,,,,,,,,,,,,,,,,,,,"Cody Bellinger","15998",641355
"Austin Wells","NYY",122,481,429,97,56,20,1,20,55,65,41,0,117,5,5,1,,5,1,0.226993,0.0846163,0.243186,0.347949,0.298745,0.41733,0.310335,0.716075,0.190337,3.86689,0.261261,-0.13086,-0.0954571,55.7946,-1.06289,99.4499,-0.226317,0.229463,-0.5383152067661285,9.004462778568268,3.29661,224.57000732421875,,,,,,,510.6,4.185245901,510.6,4.185245901,,,,,,,,,,,,,,,,,,,"Austin Wells","27562",669224
"Xander Bogaerts","SDP",141,609,546,145,103,27,1,13,68,63,51,2,107,5,5,1,,17,3,0.264427,0.0839104,0.175919,0.476984,0.330204,0.390207,0.315383,0.720412,0.12578,4.6739,0.304145,0.383777,0.958606,73.1089,1.15085,105.371,1.34238,-0.250096,5.219150066375732,6.274904429912567,3.249,222.60000610351562,,,,,,,664.1,4.709929078,664.1,4.709929078,,,,,,,,,,,,,,,,,,,"Xander Bogaerts","12161",593428
