Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Lars Nootbaar","STL",125,539,464,115,73,23,2,16,66,58,66,2,108,3,4,1,,6,3,0.246865,0.122974,0.200812,0.612385,0.342674,0.409392,0.329584,0.752066,0.162527,3.81977,0.286346,0.345371,-0.845604,70.9205,7.23351,113.509,-0.500233,0.935053,8.129713952541351,-4.339946687221527,2.22248,715.5700073242188,,,,,,,618.5,4.948,618.5,4.948,,,,,,,,,,,,,,,,,,,"Lars Nootbaar","21454",663457
"Colton Cowser","BAL",118,511,450,105,62,22,1,20,63,65,49,1,159,8,3,1,,14,3,0.233426,0.0963691,0.311204,0.309666,0.317221,0.419389,0.320552,0.73661,0.185963,4.85844,0.310064,0.210978,0.770315,63.4891,3.11051,106.805,0.981293,-2.85338,5.079606592655182,-1.0283770561218262,2.21394,258.07000732421875,,,,,,,584.7,4.955084745,584.7,4.955084745,,,,,,,,,,,,,,,,,,,"Colton Cowser","29591",681297
"Willson Contreras","BOS",141,609,528,133,78,30,1,23,75,82,57,1,152,19,3,1,,5,2,0.251335,0.0939751,0.249444,0.376738,0.344293,0.444892,0.34384,0.789185,0.193557,3.52066,0.307238,-0.626455,-0.653499,87.1795,15.2214,117.206,-1.27995,0.881011,11.07011091709137,-10.593989133834839,2.19326,169.9199981689453,,,,,,,757.6,5.373049645,757.6,5.373049645,,,,,,,,,,,,,,,,,,,"Willson Contreras","11609",575929
"Jung Hoo Lee","SFG",141,609,552,150,104,28,7,10,68,64,47,1,65,6,3,1,,9,4,0.271432,0.0769412,0.107065,0.71864,0.332698,0.404495,0.321898,0.737193,0.133063,5.09542,0.290669,0.756059,-0.880748,76.3303,4.37229,108.489,-0.124689,0.138808,6.002499088644981,-4.88619202375412,2.18723,327.17999267578125,,,,,,,668,4.737588652,668,4.737588652,,,,,,,,,,,,,,,,,,,"Jung Hoo Lee","33824",808982
"Jakob Marsee","MIA",133,574,492,114,73,22,5,13,73,57,67,0,123,7,3,5,,34,10,0.231039,0.116032,0.214433,0.541112,0.329736,0.376131,0.313662,0.705867,0.145092,6.97341,0.280044,0.485775,1.57659,68.1053,0.282822,99.1126,2.06236,-0.789988,1.4586915373802185,0.7600124478340149,2.18088,139.64999389648438,,,,,,,619.5,4.657894736,619.5,4.657894736,,,,,,,,,,,,,,,,,,,"Jakob Marsee","31370",805300
"Jake Cronenworth","SDP",146,630,541,127,83,26,3,15,71,65,69,1,126,13,5,2,,4,2,0.234486,0.109136,0.199868,0.546043,0.331739,0.374283,0.31348,0.706022,0.139797,3.73671,0.276679,0.0864581,-1.07712,74.6566,0.217266,104.068,-0.990659,-3.19823,2.046522617340088,-1.7482280731201172,2.17502,738.9400024414062,,,,,,,651.7,4.46369863,651.7,4.46369863,,,,,,,,,,,,,,,,,,,"Jake Cronenworth","18036",630105
"Jake Meyers","HOU",110,476,427,107,76,19,2,10,55,47,38,0,100,6,3,2,,13,4,0.251281,0.0805906,0.20914,0.385342,0.319469,0.378053,0.307498,0.697523,0.126772,5.25227,0.303572,0.17856,0.270846,54.0955,-2.14761,96.943,0.449406,4.39376,-1.2656178176403046,6.093765020370483,2.17018,745.530029296875,,,,,,,478.2,4.347272727,478.2,4.347272727,,,,,,,,,,,,,,,,,,,"Jake Meyers","20308",676694
"Dylan Crews","WSN",138,595,539,131,87,22,4,18,72,68,42,0,131,10,4,1,,26,8,0.243673,0.0705482,0.21956,0.321316,0.30851,0.4013,0.309916,0.70981,0.157627,6.42716,0.28797,0.245974,0.956839,68.7875,-1.51631,97.9079,1.20281,5.03097,-0.2725635766983032,1.6559662818908691,2.1669,167.6699981689453,,,,,,,633.4,4.589855072,633.4,4.589855072,,,,,,,,,,,,,,,,,,,"Dylan Crews","33541",686611
"Brenton Doyle","COL",138,595,548,136,88,25,3,19,69,70,37,0,158,3,4,2,,21,4,0.247663,0.0627844,0.265219,0.236726,0.296937,0.410675,0.306231,0.707612,0.163012,5.94264,0.309977,0.274365,1.4644,67.0072,-3.29668,81.7102,1.73877,10.326,-11.159157276153564,12.451006889343262,2.15753,168.10000610351562,,,,,,,630.5,4.568840579,630.5,4.568840579,,,,,,,,,,,,,,,,,,,"Brenton Doyle","25479",686668
"Ozzie Albies","ATL",146,630,571,145,95,29,2,19,75,74,47,1,93,5,5,1,,11,3,0.253998,0.0752376,0.147644,0.509587,0.314522,0.412169,0.315409,0.726692,0.158171,4.59069,0.271222,0.184942,-0.00224767,75.6436,1.20425,101.18,0.182695,-3.19685,1.0636524558067322,-0.9468533992767334,2.15645,157.94000244140625,,,,,,,683.6,4.68219178,683.6,4.68219178,,,,,,,,,,,,,,,,,,,"Ozzie Albies","16556",645277
"Mike Trout","LAA",130,560,472,110,65,18,2,26,73,73,77,8,172,7,4,0,,3,1,0.233317,0.137948,0.306471,0.450118,0.347094,0.441836,0.339948,0.78893,0.208518,3.37105,0.303105,-0.489891,-0.558377,78.3958,12.2275,117.543,-1.04827,-0.229368,10.530839443206787,-8.729368224740028,2.15631,179.39999389648438,,,,,,,706.9,5.437692307,706.9,5.437692307,,,,,,,,,,,,,,,,,,,"Mike Trout","10155",545361
"Chase Meidroth","CHW",128,553,476,120,92,19,1,8,68,45,62,0,83,9,3,2,,13,4,0.252108,0.112945,0.14961,0.754927,0.347825,0.347735,0.313884,0.695559,0.0956271,4.56258,0.288052,-0.284877,-0.0769666,65.7133,0.372135,100.509,-0.361844,-0.387826,-0.029764771461486816,2.037173807621002,2.15273,588.1900024414062,,,,,,,558.5,4.36328125,558.5,4.36328125,,,,,,,,,,,,,,,,,,,"Chase Meidroth","31580",805367
"Nolan Arenado","ARI",141,609,556,141,94,27,2,18,65,77,42,4,86,5,5,1,,4,1,0.253586,0.0695939,0.141177,0.492954,0.309467,0.403784,0.308126,0.713251,0.150198,3.12195,0.269587,-0.18183,-0.697498,69.5207,-2.4373,95.677,-0.879328,2.66363,-3.9996458888053894,4.638630628585815,2.13839,692.8800048828125,,,,,,,638.3,4.526950354,638.3,4.526950354,,,,,,,,,,,,,,,,,,,"Nolan Arenado","9777",571448
"Randy Arozarena","SEA",157,679,587,137,83,29,1,23,84,79,66,1,179,20,5,1,,25,8,0.233072,0.0974658,0.264037,0.369137,0.329482,0.404439,0.32294,0.733921,0.171367,5.14354,0.292311,-0.665069,0.690999,85.6783,5.44921,113.536,0.0259299,-5.98901,10.858786987140775,-13.46400499343872,2.1245,89.01000213623047,,,,,,,769.3,4.9,769.3,4.9,,,,,,,,,,,,,,,,,,,"Randy Arozarena","19290",668227
"Tommy Edman","LAD",115,497,454,114,75,22,2,15,62,59,32,0,88,5,4,1,,10,2,0.250391,0.0653087,0.176293,0.370455,0.305422,0.406573,0.309507,0.711995,0.156181,5.19556,0.278057,0.209459,0.699121,57.2928,-1.43157,98.1168,0.90858,2.58713,-0.200708270072937,4.4121270179748535,2.12265,685.0399780273438,,,,,,,525,4.565217391,525,4.565217391,,,,,,,,,,,,,,,,,,,"Tommy Edman","19470",669242
"Luis Arraez","SFG",144,623,578,178,140,29,3,6,73,58,31,2,26,4,4,5,,9,3,0.308165,0.0503913,0.0416448,1.21003,0.34631,0.401261,0.326095,0.747571,0.0930967,4.22627,0.312754,0.348114,-0.629323,80.2079,6.59569,111.364,-0.281209,-7.00908,8.109724372625351,-8.134077548980713,2.11818,278.3299865722656,,,,,,,690.1,4.792361111,690.1,4.792361111,,,,,,,,,,,,,,,,,,,"Luis Arraez","18568",650333
"Alec Burleson","STL",139,602,551,152,103,26,1,22,70,79,42,0,84,4,4,1,,6,2,0.275849,0.0695123,0.139064,0.499859,0.329168,0.445756,0.334985,0.774924,0.169907,3.52775,0.289798,-0.646335,-0.435847,81.8497,10.7188,117.209,-1.08218,-0.133383,11.196224570274353,-10.583383232355118,2.11189,177.14999389648438,,,,,,,731.9,5.265467625,731.9,5.265467625,,,,,,,,,,,,,,,,,,,"Alec Burleson","27615",676475
"J.T. Realmuto","PHI",126,500,454,114,74,23,3,15,56,58,33,1,121,8,3,1,,7,2,0.251445,0.0660865,0.242431,0.272599,0.311396,0.411501,0.31386,0.722897,0.160056,4.60258,0.308692,-0.281745,-0.114947,59.3818,0.326556,98.9787,-0.396692,0.339165,-1.001655489206314,9.789164900779724,2.11072,214.32000732421875,,,,,,,539.9,4.284920634,539.9,4.284920634,,,,,,,,,,,,,,,,,,,"J.T. Realmuto","11739",592663
"Matt Wallner","MIN",110,476,410,96,50,22,2,22,59,63,51,1,146,12,3,1,,5,2,0.233875,0.10691,0.307469,0.347709,0.334429,0.455542,0.34252,0.78997,0.221667,4.31328,0.303818,-0.244979,-0.574297,67.6304,11.3873,119.735,-0.819276,-0.650058,10.2526153922081,-6.050058543682098,2.10617,392.3599853515625,,,,,,,602.5,5.477272727,602.5,5.477272727,,,,,,,,,,,,,,,,,,,"Matt Wallner","26466",670242
"Freddy Fermin","SDP",122,480,436,105,76,18,0,11,48,49,33,1,95,3,4,4,,3,1,0.241801,0.0683833,0.198129,0.345146,0.297432,0.361433,0.28866,0.658866,0.119632,2.80499,0.282829,0.0952248,-0.713946,47.2086,-9.50714,87.0651,-0.618721,2.78045,-7.97735857963562,12.15544581413269,2.07433,722.3800048828125,,,,,,,418.5,3.430327868,418.5,3.430327868,,,,,,,,,,,,,,,,,,,"Freddy Fermin","21840",666023
"Sal Frelick","MIL",118,511,460,125,92,21,3,8,60,53,40,0,71,6,3,2,,15,4,0.271051,0.0788374,0.13938,0.565631,0.335089,0.386599,0.317588,0.721687,0.115548,5.51156,0.302913,0.429022,0.256418,62.259,1.88043,103.897,0.685441,4.80104,3.0458797812461853,0.22603988647460938,2.07418,215.86000061035156,,,,,,,548.5,4.648305084,548.5,4.648305084,,,,,,,,,,,,,,,,,,,"Sal Frelick","29622",686217
"Colt Keith","DET",115,497,444,117,75,24,2,15,63,63,46,1,104,3,4,1,,3,1,0.263876,0.0916619,0.209506,0.437514,0.334206,0.432537,0.332502,0.766743,0.168661,3.7885,0.310175,0.595957,-0.67777,66.5715,7.8471,113.341,-0.0818132,0.228274,7.73304808139801,-4.646725997328758,2.06592,426.239990234375,,,,,,,583.1,5.070434782,583.1,5.070434782,,,,,,,,,,,,,,,,,,,"Colt Keith","27899",690993
"Teoscar Hernández","LAD",138,595,546,142,85,27,1,29,75,92,38,1,157,6,4,1,,6,2,0.260817,0.0642834,0.264344,0.243181,0.313807,0.473052,0.336595,0.786859,0.212235,3.71617,0.312107,-0.615708,-0.438276,81.6754,11.3715,116.672,-1.05398,-3.97736,10.70339059829712,-10.352360486984253,2.06127,131.94000244140625,,,,,,,743.6,5.388405797,743.6,5.388405797,,,,,,,,,,,,,,,,,,,"Teoscar Hernandez","13066",606192
"Tyler Soderstrom","ATH",136,588,528,135,81,27,1,26,71,87,50,2,133,6,4,0,,5,2,0.25574,0.084286,0.226538,0.372061,0.324563,0.457703,0.336556,0.782266,0.201963,3.34326,0.292854,-0.134895,-0.71509,80.6961,11.2194,113.565,-0.849985,-2.0582,8.551128029823303,-8.70819640159607,2.05453,83.30999755859375,,,,,,,728.3,5.355147058,728.3,5.355147058,,,,,,,,,,,,,,,,,,,"Tyler Soderstrom","27467",691016
"Kyle Teel","CHW",115,464,406,100,71,17,1,12,57,49,51,0,117,4,3,1,,6,2,0.247529,0.10896,0.251719,0.432863,0.334762,0.380933,0.317521,0.715695,0.133404,3.98674,0.31687,-0.197337,-0.359457,56.5076,1.68244,103.015,-0.556794,-1.336,1.0920355319976807,2.7390023469924927,2.05346,185.9199981689453,,,,,,,492.6,4.28347826,492.6,4.28347826,,,,,,,,,,,,,,,,,,,"Kyle Teel","33549",691019
"Miguel Vargas","CHW",139,602,524,124,75,29,2,18,76,67,66,0,113,7,5,1,,8,2,0.23667,0.110046,0.187771,0.586066,0.327155,0.4026,0.320542,0.729756,0.165931,4.3077,0.266503,-0.0555103,-0.405445,74.7902,3.65926,105.096,-0.460955,-4.98008,3.1546986401081085,-3.8300758600234985,2.0508,293.2900085449219,,,,,,,663.7,4.774820143,663.7,4.774820143,,,,,,,,,,,,,,,,,,,"Miguel Vargas","20178",678246
"Harrison Bader","SFG",123,532,484,122,84,22,1,15,62,59,34,0,126,9,4,1,,15,6,0.251302,0.0636866,0.236291,0.269526,0.3095,0.394731,0.307581,0.70423,0.143428,5.01305,0.306698,-0.0106931,-0.226586,60.4955,-2.3644,98.6814,-0.237279,1.31052,-1.0686652064323425,3.21051824092865,2.03005,463.6099853515625,,,,,,,550.4,4.474796747,550.4,4.474796747,,,,,,,,,,,,,,,,,,,"Harrison Bader","18030",664056
"TJ Friedl","CIN",144,623,537,132,92,21,3,15,76,61,64,0,105,14,5,4,,13,3,0.244807,0.10252,0.169302,0.605547,0.337477,0.379976,0.318847,0.717453,0.13517,5.06369,0.276726,0.281485,0.162286,76.5417,2.92941,99.1252,0.44377,-0.922193,-0.20218494534492493,-1.2971930503845215,1.96726,263.30999755859375,,,,,,,671.5,4.663194444,671.5,4.663194444,,,,,,,,,,,,,,,,,,,"TJ Friedl","19522",670770
"Anthony Volpe","NYY",109,469,424,97,58,22,3,14,54,53,36,0,112,4,3,2,,17,5,0.228023,0.0776237,0.238566,0.325376,0.292855,0.391051,0.297857,0.683906,0.163029,5.99139,0.27481,0.540788,0.677492,49.6288,-5.78717,90.8546,1.21828,1.61682,-3.837038516998291,6.641821503639221,1.93852,658,,,,,,,470,4.311926605,470,4.311926605,,,,,,,,,,,,,,,,,,,"Anthony Volpe","27647",683011
"Spencer Torkelson","DET",147,637,556,131,72,29,1,28,80,88,69,3,165,7,5,1,,2,0,0.235406,0.107663,0.259476,0.414925,0.32434,0.445363,0.331751,0.769703,0.209958,2.88141,0.279013,0.0826664,-0.693058,84.9357,9.66924,112.824,-0.610391,-0.377836,9.017533421516418,-12.002836018800735,1.93772,181.0800018310547,,,,,,,762.4,5.186394557,762.4,5.186394557,,,,,,,,,,,,,,,,,,,"Spencer Torkelson","27465",679529
"Evan Carter","TEX",110,476,415,100,65,19,3,12,58,51,50,1,106,8,3,1,,19,5,0.240224,0.104109,0.222727,0.467428,0.331026,0.389069,0.317345,0.720095,0.148845,6.25553,0.292896,0.274229,0.976942,57.9011,1.65807,104.557,1.25117,-1.28177,3.807524085044861,-1.3817664682865143,1.92439,279.3900146484375,,,,,,,526.1,4.782727272,526.1,4.782727272,,,,,,,,,,,,,,,,,,,"Evan Carter","27790",694497
"Carlos Narváez","BOS",107,423,373,85,53,20,0,11,46,46,42,1,110,4,3,1,,3,1,0.227948,0.0989931,0.260368,0.380204,0.310808,0.374793,0.3023,0.685601,0.146845,3.04507,0.289896,-0.276998,-0.486511,46.287,-3.69375,88.5907,-0.763509,1.43322,-6.451651692390442,9.38322103023529,1.91357,458.3900146484375,,,,,,,405.3,3.787850467,405.3,3.787850467,,,,,,,,,,,,,,,,,,,"Carlos Narvaez","19722",665966
"Jackson Holliday","BAL",104,448,395,98,65,19,2,13,59,47,46,1,97,4,2,1,,12,5,0.248565,0.102616,0.216386,0.474227,0.330967,0.403412,0.32215,0.73438,0.154847,5.16084,0.296957,-0.0244452,-0.44806,56.2426,3.30796,107.905,-0.472505,-2.1185,3.7014680206775665,-0.41850411891937256,1.91349,193.75999450683594,,,,,,,501.3,4.820192307,501.3,4.820192307,,,,,,,,,,,,,,,,,,,"Jackson Holliday","31781",702616
"Addison Barger","TOR",120,518,466,115,66,27,1,20,64,72,45,2,122,4,3,0,,4,2,0.246497,0.0859532,0.235033,0.365707,0.315931,0.440268,0.325912,0.756198,0.193771,3.43076,0.289303,0,-0.642313,66.6128,5.40711,109.656,-0.642313,-1.61767,5.252857744693756,-4.467668294906616,1.90444,199.44000244140625,,,,,,,599,4.991666666,599,4.991666666,,,,,,,,,,,,,,,,,,,"Addison Barger","24598",680718
"Spencer Horwitz","PIT",115,497,431,116,75,29,1,11,59,54,56,1,90,6,3,1,,2,1,0.269132,0.113593,0.180698,0.628633,0.358821,0.418309,0.341136,0.77713,0.149177,2.8839,0.314273,-0.349181,-0.833537,70.0556,11.3312,117.391,-1.18272,1.86585,9.06140410900116,-7.209149599075317,1.88128,728.4299926757812,,,,,,,598.8,5.206956521,598.8,5.206956521,,,,,,,,,,,,,,,,,,,"Spencer Horwitz","26477",687462
"Vinnie Pasquantino","KCR",147,637,570,148,88,31,1,28,74,94,55,3,94,6,6,0,,1,0,0.26029,0.0856987,0.148206,0.578241,0.328213,0.466228,0.339945,0.794441,0.205938,2.39314,0.265364,-0.999794,-0.802133,89.1736,13.9071,115.703,-1.80193,-1.80404,9.987260103225708,-13.829038858413696,1.85009,77.55999755859375,,,,,,,802.5,5.459183673,802.5,5.459183673,,,,,,,,,,,,,,,,,,,"Vinnie Pasquantino","27676",686469
"Carson Kelly","CHC",94,373,330,77,51,13,1,12,42,43,35,0,76,4,3,1,,2,0,0.233354,0.0947466,0.204062,0.464302,0.312791,0.387122,0.307658,0.699913,0.153768,3.53945,0.265527,-0.573769,-0.282328,42.4383,-1.63451,98.1329,-0.856097,2.38879,-1.6815027594566345,8.738792657852173,1.84839,628.5800170898438,,,,,,,378.2,4.023404255,378.2,4.023404255,,,,,,,,,,,,,,,,,,,"Carson Kelly","13620",608348
"Ramón Laureano","SDP",130,560,505,122,74,25,2,21,69,71,41,1,152,10,3,1,,9,3,0.242412,0.0740115,0.271178,0.272926,0.310951,0.427041,0.319876,0.737992,0.184628,4.75335,0.3018,-0.479984,-0.426911,69.2697,3.10134,108.449,-0.906895,0.659483,4.701040148735046,-5.340516686439514,1.84079,222.13999938964844,,,,,,,621.2,4.778461538,621.2,4.778461538,,,,,,,,,,,,,,,,,,,"Ramon Laureano","17128",657656
"Heliot Ramos","SFG",147,637,573,147,98,25,2,22,77,78,49,2,150,10,4,1,,7,3,0.257364,0.0773313,0.23594,0.327759,0.324804,0.425194,0.325551,0.749998,0.16783,3.90039,0.309473,-0.224008,-0.822904,81.729,6.46255,110.991,-1.04691,-3.10379,7.251224160194397,-10.528787851333618,1.83299,219,,,,,,,722.8,4.917006802,722.8,4.917006802,,,,,,,,,,,,,,,,,,,"Heliot Ramos","22515",671218
"Brandon Lowe","PIT",126,546,492,120,73,23,1,23,69,68,45,1,140,5,4,1,,4,1,0.243266,0.0815459,0.257198,0.317054,0.309734,0.433759,0.320963,0.743493,0.190493,3.58,0.291041,-0.296502,-0.513866,68.0196,3.50552,103.572,-0.810367,-3.85088,1.500846028327942,-2.3008835315704346,1.77671,181.55999755859375,,,,,,,623.4,4.947619047,623.4,4.947619047,,,,,,,,,,,,,,,,,,,"Brandon Lowe","18882",664040
"Christian Yelich","MIL",146,630,553,141,96,24,1,20,81,80,70,5,153,5,3,0,,17,4,0.255961,0.110657,0.242609,0.456114,0.342869,0.413838,0.329743,0.756707,0.157877,4.67204,0.317182,0.807053,0.553706,82.975,8.53561,112.224,1.36076,-0.0721596,10.488165020942688,-14.222159169614315,1.76246,127.5,,,,,,,746,5.109589041,746,5.109589041,,,,,,,,,,,,,,,,,,,"Christian Yelich","11477",592885
"Carter Jensen","KCR",99,401,356,87,55,16,3,12,46,47,40,1,104,2,3,1,,4,1,0.244745,0.099368,0.259125,0.383475,0.32183,0.41125,0.319376,0.733081,0.166505,4.74666,0.308366,0.0156526,-0.148579,49.4639,2.05903,101.533,-0.132927,0.376463,0.5921739637851715,2.6014626026153564,1.75405,999,,,,,,,438.3,4.427272727,438.3,4.427272727,,,,,,,,,,,,,,,,,,,"Carter Jensen","29478",695600
"Chase DeLauter","CLE",107,462,412,102,66,22,1,13,54,52,44,0,84,2,4,0,,3,2,0.248303,0.09435,0.182043,0.518283,0.319874,0.403249,0.31613,0.723123,0.154947,2.85688,0.279264,-0.02965,-0.867028,55.7422,1.15334,103.498,-0.896678,0.448085,1.0082604885101318,0.19808514416217804,1.75033,999,,,,,,,489,4.570093457,489,4.570093457,,,,,,,,,,,,,,,,,,,"Chase DeLauter","32127",800050
"Josh Jung","TEX",131,567,528,131,87,25,1,18,62,68,31,0,143,4,3,1,,4,1,0.248298,0.0549333,0.252892,0.217221,0.293812,0.404363,0.302862,0.698175,0.156065,3.39498,0.305777,-0.710258,-0.539543,62.3028,-4.69258,94.5792,-1.2498,0.426673,-4.872373104095459,2.4516733288764954,1.74898,595.6799926757812,,,,,,,562.8,4.296183206,562.8,4.296183206,,,,,,,,,,,,,,,,,,,"Josh Jung","26299",673962
"Sean Murphy","ATL",96,390,341,75,43,16,0,17,44,48,38,1,105,8,2,1,,0,0,0.221555,0.0973839,0.270297,0.360285,0.313024,0.41562,0.317864,0.728644,0.194065,2.07574,0.266349,-0.107448,-0.54931,47.6287,1.52357,102.861,-0.656758,1.74965,0.6665775775909424,2.824649930000305,1.74803,739.9199829101562,,,,,,,423.2,4.408333333,423.2,4.408333333,,,,,,,,,,,,,,,,,,,"Sean Murphy","19352",669221
"Justin Crawford","PHI",110,476,432,120,90,20,3,7,63,48,35,0,99,2,3,4,,25,6,0.276442,0.0730216,0.20706,0.352658,0.33106,0.382986,0.313942,0.714046,0.106544,6.49127,0.342004,-0.0240654,1.49436,56.586,0.342904,99.0353,1.47029,-1.34229,0.9260321855545044,0.2577141523361206,1.7414,999,,,,,,,522.6,4.75090909,522.6,4.75090909,,,,,,,,,,,,,,,,,,,"Justin Crawford","sa3020240",702222
"Ha-Seong Kim","ATL",96,413,360,88,62,16,1,9,47,42,44,1,74,4,3,2,,15,4,0.244386,0.106854,0.179265,0.596069,0.329892,0.367683,0.309035,0.697575,0.123297,5.1978,0.282124,0.0279135,0.714877,47.4512,-1.34793,96.8133,0.74279,-0.374675,-0.8170773386955261,4.050325036048889,1.73664,745.219970703125,,,,,,,430.8,4.4875,430.8,4.4875,,,,,,,,,,,,,,,,,,,"Ha-Seong Kim","27506",673490
"Nolan Schanuel","LAA",143,616,531,141,100,25,1,15,76,63,69,3,85,9,4,3,,6,1,0.2652,0.112072,0.137746,0.813609,0.357047,0.401836,0.334439,0.758883,0.136636,3.66104,0.288653,-0.871249,-0.581594,83.4801,10.695,113.748,-1.45284,-1.93704,8.528875231742859,-12.937038540840149,1.71819,545.75,,,,,,,720.4,5.037762237,720.4,5.037762237,,,,,,,,,,,,,,,,,,,"Nolan Schanuel","33189",694384
"Kerry Carpenter","DET",113,490,449,116,67,20,4,24,63,78,32,2,116,6,3,0,,2,2,0.257575,0.0649389,0.237247,0.273719,0.31396,0.481435,0.339117,0.795395,0.22386,3.99991,0.293332,-0.154284,-0.850845,68.2658,10.3685,117.898,-1.00513,-0.31609,9.331576824188232,-9.7660893201828,1.68104,237.8800048828125,,,,,,,619.2,5.479646017,619.2,5.479646017,,,,,,,,,,,,,,,,,,,"Kerry Carpenter","25961",681481
"Victor Scott II","STL",134,581,515,117,86,20,3,9,65,50,46,0,125,9,4,6,,38,7,0.226331,0.0798833,0.214355,0.372668,0.299328,0.324537,0.279202,0.623865,0.0982062,6.7023,0.279592,0.27394,3.82309,52.6804,-15.9692,78.9953,4.09703,5.26121,-10.366921424865723,7.336211442947388,1.66762,353.3800048828125,,,,,,,517.5,3.861940298,517.5,3.861940298,,,,,,,,,,,,,,,,,,,"Victor Scott II","31349",687363
"Nick Gonzales","PIT",97,420,384,101,67,23,4,8,46,45,27,0,86,6,4,1,,2,2,0.263904,0.0634377,0.204039,0.31091,0.318084,0.40549,0.314649,0.723574,0.141586,4.09379,0.317798,0.129995,-0.938963,50.1697,0.543473,99.2462,-0.808968,0.697142,-1.184191107749939,3.4971420764923096,1.66631,999,,,,,,,443.5,4.572164948,443.5,4.572164948,,,,,,,,,,,,,,,,,,,"Nick Gonzales","27490",693304
"Gavin Lux","TBR",105,455,402,103,73,21,2,7,53,41,48,0,99,2,2,1,,3,1,0.256984,0.104788,0.216516,0.483973,0.336626,0.373311,0.314988,0.709937,0.116327,3.84594,0.321563,0.0746464,-0.585152,54.4759,0.714136,100.645,-0.510506,-0.897009,-0.1645122468471527,0.7779912948608398,1.66502,999,,,,,,,465.8,4.436190476,465.8,4.436190476,,,,,,,,,,,,,,,,,,,"Gavin Lux","19955",666158
"Ryan McMahon","NYY",113,490,428,90,56,17,1,17,53,55,56,2,156,3,3,1,,3,2,0.210727,0.113368,0.318674,0.355749,0.304143,0.370631,0.297519,0.674773,0.159904,2.94934,0.285267,0.0821623,-0.939317,51.7165,-6.18075,90.6218,-0.857155,3.87703,-6.27328360080719,5.627032995223999,1.65938,723.25,,,,,,,467.9,4.140707964,467.9,4.140707964,,,,,,,,,,,,,,,,,,,"Ryan McMahon","15112",641857
"Pedro Pagés","STL",91,358,327,74,50,14,1,10,35,39,24,1,92,3,3,2,,1,0,0.227885,0.0663,0.256802,0.258176,0.283763,0.366097,0.283342,0.64986,0.138212,2.95929,0.283241,-0.345709,-0.36735,33.7017,-8.64598,81.8318,-0.713059,2.7284,-8.430499017238617,9.728400468826294,1.64792,999,,,,,,,310.6,3.413186813,310.6,3.413186813,,,,,,,,,,,,,,,,,,,"Pedro Pages","25782",686780
"Jared Triolo","PIT",123,532,467,114,80,22,3,9,59,49,56,1,121,4,3,2,,14,4,0.244754,0.105719,0.227222,0.465265,0.329353,0.363076,0.307552,0.692429,0.118322,5.38697,0.309345,-0.134752,0.467248,60.483,-2.37692,94.3847,0.332496,-0.551834,-3.208107352256775,1.498166263103485,1.63596,739.2100219726562,,,,,,,532.3,4.327642276,532.3,4.327642276,,,,,,,,,,,,,,,,,,,"Jared Triolo","25807",669707
"Christian Walker","HOU",138,595,530,122,71,23,1,27,70,80,51,2,155,9,5,0,,3,1,0.231163,0.0849528,0.260905,0.325609,0.305943,0.430484,0.317764,0.736426,0.199321,3.15481,0.271163,-0.586306,-0.643553,72.5784,2.27456,104.015,-1.22986,4.52509,1.5854405164718628,-6.149913787841797,1.62825,204.9199981689453,,,,,,,662.3,4.799275362,662.3,4.799275362,,,,,,,,,,,,,,,,,,,"Christian Walker","13419",572233
"Brayan Rocchio","CLE",117,504,449,107,72,24,2,10,57,51,41,0,93,7,4,3,,12,5,0.239041,0.0806929,0.185001,0.436175,0.309653,0.366522,0.298269,0.676174,0.12748,4.81359,0.278409,-0.112451,-0.36077,53.501,-6.05053,91.1946,-0.473221,0.551122,-5.703822314739227,4.201122045516968,1.62106,999,,,,,,,478,4.085470085,478,4.085470085,,,,,,,,,,,,,,,,,,,"Brayan Rocchio","23690",677587
"Eugenio Suárez","CIN",143,616,546,128,69,23,1,35,79,97,53,1,185,11,6,0,,3,1,0.234966,0.0858426,0.300795,0.285386,0.311743,0.474472,0.336315,0.786216,0.239507,3.09598,0.280376,-1.19728,-0.691607,84.418,11.6328,111.091,-1.88889,0.00863976,6.208755850791931,-11.04136043228209,1.6024,99.97000122070312,,,,,,,767.1,5.364335664,767.1,5.364335664,,,,,,,,,,,,,,,,,,,"Eugenio Suarez","12552",553993
"Brandon Marsh","PHI",115,497,440,113,73,23,3,14,59,59,49,1,141,3,5,2,,10,3,0.256105,0.0980732,0.282918,0.346648,0.330775,0.415021,0.324728,0.745796,0.158916,5.08983,0.340589,0.280826,0.018353,63.4345,4.71008,106.424,0.299179,-1.28565,4.082956612110138,-5.01064670085907,1.59685,688.4199829101562,,,,,,,574.8,4.998260869,574.8,4.998260869,,,,,,,,,,,,,,,,,,,"Brandon Marsh","20202",669016
